2025-05-20 13:21:31.792 | main | INFO  | com.llf.TliasWebManagementApplication - Starting TliasWebManagementApplication using Java 17.0.9 with PID 12072 (D:\交易帮\后端源码\web-ai-project01\tlias-web-management\target\classes started by 梁骆富 in D:\交易帮\后端源码\web-ai-project01)
2025-05-20 13:22:35.374 | http-nio-8081-exec-4 | INFO  | com.llf.aop.RecordTimeAspect - 方法Result com.llf.controller.ReportController.studentCountData()执行耗时:11ms
2025-05-20 13:22:35.374 | http-nio-8081-exec-5 | INFO  | com.llf.aop.RecordTimeAspect - 记录操作日志：OperateLog(id=null, operateEmpName=施耐庵, operateTime=2025-05-20T13:22:35.374365400, className=com.llf.controller.ReportController, methodName=studentDegreeData, methodParams=[], returnValue=com.llf.pojo.Result@39b39209, costTime=9)
2025-05-20 13:22:35.375 | http-nio-8081-exec-4 | INFO  | com.llf.aop.RecordTimeAspect - 记录操作日志：OperateLog(id=null, operateEmpName=施耐庵, operateTime=2025-05-20T13:22:35.375780100, className=com.llf.controller.ReportController, methodName=studentCountData, methodParams=[], returnValue=com.llf.pojo.Result@bc8f60a, costTime=11)
2025-05-20 13:22:35.378 | http-nio-8081-exec-5 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor请求处理完毕
2025-05-20 13:22:35.381 | http-nio-8081-exec-4 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor请求处理完毕
2025-05-20 13:22:36.402 | http-nio-8081-exec-6 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor拦截到的id为:1
2025-05-20 13:22:36.402 | http-nio-8081-exec-6 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor令牌合法，放行
2025-05-20 13:22:36.476 | http-nio-8081-exec-6 | INFO  | com.llf.service.impl.OperateLogServiceImpl - 查询内容结果是:Page{count=true, pageNum=1, pageSize=15, startRow=0, endRow=15, total=83, pages=6, reasonable=false, pageSizeZero=false}[OperateLog(id=1, operateEmpName=null, operateTime=2025-05-11T16:07:19, className=com.llf.controller.LoginInfoController, methodName=login, methodParams=[Emp{id=null, username='shinaian', password='123456', name='null', gender=null, phone='null', job=null, salary=null, image='null', entryDate=null, deptId=null, createTime=null, updateTime=null, deptName='null', exprList=null}], returnValue=com.llf.pojo.Result@5496774b, costTime=13), OperateLog(id=2, operateEmpName=null, operateTime=2025-05-11T16:07:22, className=com.llf.controller.EmpController, methodName=allEmpList, methodParams=[], returnValue=com.llf.pojo.Result@7c561492, costTime=5), OperateLog(id=3, operateEmpName=null, operateTime=2025-05-11T16:07:22, className=com.llf.controller.ClazzController, methodName=getClazz, methodParams=[ClazzQueryParam{name='', begin=null, end=null, page=1, pageSize=10}], returnValue=com.llf.pojo.Result@1a67b87c, costTime=109), OperateLog(id=4, operateEmpName=null, operateTime=2025-05-11T16:07:23, className=com.llf.controller.ClazzController, methodName=list, methodParams=[], returnValue=com.llf.pojo.Result@57d98b8b, costTime=16), OperateLog(id=5, operateEmpName=null, operateTime=2025-05-11T16:07:24, className=com.llf.controller.StudentController, methodName=studentPage, methodParams=[StudentQueryParam(name=, degree=null, clazzId=null, page=1, pageSize=10)], returnValue=com.llf.pojo.Result@67f21bbd, costTime=50), OperateLog(id=6, operateEmpName=null, operateTime=2025-05-11T16:07:25, className=com.llf.controller.DeptController, methodName=list, methodParams=[], returnValue=com.llf.pojo.Result@43cd3174, costTime=8), OperateLog(id=7, operateEmpName=null, operateTime=2025-05-11T16:07:26, className=com.llf.controller.DeptController, methodName=list, methodParams=[], returnValue=com.llf.pojo.Result@26e84d85, costTime=6), OperateLog(id=8, operateEmpName=null, operateTime=2025-05-11T16:07:26, className=com.llf.controller.EmpController, methodName=page, methodParams=[EepQueryParam{name='', gender=null, begin=null, end=null, page=1, pageSize=10}], returnValue=com.llf.pojo.Result@dc32c8f, costTime=16), OperateLog(id=9, operateEmpName=null, operateTime=2025-05-11T16:07:29, className=com.llf.controller.ReportController, methodName=getEmpJobDate, methodParams=[], returnValue=com.llf.pojo.Result@48792a83, costTime=3), OperateLog(id=10, operateEmpName=null, operateTime=2025-05-11T16:07:29, className=com.llf.controller.ReportController, methodName=getEmpGenderData, methodParams=[], returnValue=com.llf.pojo.Result@71355f8, costTime=3), OperateLog(id=11, operateEmpName=null, operateTime=2025-05-11T16:07:32, className=com.llf.controller.ReportController, methodName=studentDegreeData, methodParams=[], returnValue=com.llf.pojo.Result@547ad727, costTime=2), OperateLog(id=12, operateEmpName=null, operateTime=2025-05-11T16:07:32, className=com.llf.controller.ReportController, methodName=studentCountData, methodParams=[], returnValue=com.llf.pojo.Result@47a8721b, costTime=3), OperateLog(id=13, operateEmpName=null, operateTime=2025-05-11T16:07:34, className=com.llf.controller.ReportController, methodName=studentCountData, methodParams=[], returnValue=com.llf.pojo.Result@35f76242, costTime=2), OperateLog(id=14, operateEmpName=null, operateTime=2025-05-11T16:07:34, className=com.llf.controller.ReportController, methodName=studentDegreeData, methodParams=[], returnValue=com.llf.pojo.Result@31c8a629, costTime=4), OperateLog(id=15, operateEmpName=null, operateTime=2025-05-11T16:08:18, className=com.llf.controller.ReportController, methodName=studentDegreeData, methodParams=[], returnValue=com.llf.pojo.Result@f07d80f, costTime=214)]
2025-05-20 13:22:36.484 | http-nio-8081-exec-6 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor请求处理完毕
2025-05-20 13:44:21.257 | SpringApplicationShutdownHook | INFO  | com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-05-20 13:44:21.268 | SpringApplicationShutdownHook | INFO  | com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2025-05-20 14:05:47.987 | main | INFO  | com.llf.TliasWebManagementApplication - Starting TliasWebManagementApplication using Java 17.0.9 with PID 21792 (D:\交易帮\后端源码\web-ai-project01\tlias-web-management\target\classes started by 梁骆富 in D:\交易帮\后端源码\web-ai-project01)
2025-05-20 14:05:47.989 | main | INFO  | com.llf.TliasWebManagementApplication - No active profile set, falling back to 1 default profile: "default"
2025-05-20 14:05:49.119 | main | INFO  | org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2025-05-20 14:05:49.121 | main | INFO  | org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-05-20 14:05:49.121 | main | INFO  | org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.34]
2025-05-20 14:05:49.194 | main | INFO  | o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-05-20 14:05:50.240 | main | INFO  | org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2025-05-20 14:05:50.269 | main | INFO  | com.llf.TliasWebManagementApplication - Started TliasWebManagementApplication in 2.636 seconds (process running for 3.188)
2025-05-20 14:05:55.415 | http-nio-8081-exec-1 | INFO  | o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-05-20 14:05:55.482 | http-nio-8081-exec-1 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor拦截到的id为:1
2025-05-20 14:05:55.482 | http-nio-8081-exec-1 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor令牌合法，放行
2025-05-20 14:05:55.553 | http-nio-8081-exec-1 | INFO  | com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-05-20 14:05:55.798 | http-nio-8081-exec-1 | INFO  | com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@278fe324
2025-05-20 14:05:55.799 | http-nio-8081-exec-1 | INFO  | com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-05-20 14:05:55.866 | http-nio-8081-exec-1 | INFO  | com.llf.service.impl.OperateLogServiceImpl - 查询内容结果是:Page{count=true, pageNum=1, pageSize=15, startRow=0, endRow=15, total=83, pages=6, reasonable=false, pageSizeZero=false}[OperateLog(id=1, operateEmpName=null, operateTime=2025-05-11T16:07:19, className=com.llf.controller.LoginInfoController, methodName=login, methodParams=[Emp{id=null, username='shinaian', password='123456', name='null', gender=null, phone='null', job=null, salary=null, image='null', entryDate=null, deptId=null, createTime=null, updateTime=null, deptName='null', exprList=null}], returnValue=com.llf.pojo.Result@5496774b, costTime=13), OperateLog(id=2, operateEmpName=null, operateTime=2025-05-11T16:07:22, className=com.llf.controller.EmpController, methodName=allEmpList, methodParams=[], returnValue=com.llf.pojo.Result@7c561492, costTime=5), OperateLog(id=3, operateEmpName=null, operateTime=2025-05-11T16:07:22, className=com.llf.controller.ClazzController, methodName=getClazz, methodParams=[ClazzQueryParam{name='', begin=null, end=null, page=1, pageSize=10}], returnValue=com.llf.pojo.Result@1a67b87c, costTime=109), OperateLog(id=4, operateEmpName=null, operateTime=2025-05-11T16:07:23, className=com.llf.controller.ClazzController, methodName=list, methodParams=[], returnValue=com.llf.pojo.Result@57d98b8b, costTime=16), OperateLog(id=5, operateEmpName=null, operateTime=2025-05-11T16:07:24, className=com.llf.controller.StudentController, methodName=studentPage, methodParams=[StudentQueryParam(name=, degree=null, clazzId=null, page=1, pageSize=10)], returnValue=com.llf.pojo.Result@67f21bbd, costTime=50), OperateLog(id=6, operateEmpName=null, operateTime=2025-05-11T16:07:25, className=com.llf.controller.DeptController, methodName=list, methodParams=[], returnValue=com.llf.pojo.Result@43cd3174, costTime=8), OperateLog(id=7, operateEmpName=null, operateTime=2025-05-11T16:07:26, className=com.llf.controller.DeptController, methodName=list, methodParams=[], returnValue=com.llf.pojo.Result@26e84d85, costTime=6), OperateLog(id=8, operateEmpName=null, operateTime=2025-05-11T16:07:26, className=com.llf.controller.EmpController, methodName=page, methodParams=[EepQueryParam{name='', gender=null, begin=null, end=null, page=1, pageSize=10}], returnValue=com.llf.pojo.Result@dc32c8f, costTime=16), OperateLog(id=9, operateEmpName=null, operateTime=2025-05-11T16:07:29, className=com.llf.controller.ReportController, methodName=getEmpJobDate, methodParams=[], returnValue=com.llf.pojo.Result@48792a83, costTime=3), OperateLog(id=10, operateEmpName=null, operateTime=2025-05-11T16:07:29, className=com.llf.controller.ReportController, methodName=getEmpGenderData, methodParams=[], returnValue=com.llf.pojo.Result@71355f8, costTime=3), OperateLog(id=11, operateEmpName=null, operateTime=2025-05-11T16:07:32, className=com.llf.controller.ReportController, methodName=studentDegreeData, methodParams=[], returnValue=com.llf.pojo.Result@547ad727, costTime=2), OperateLog(id=12, operateEmpName=null, operateTime=2025-05-11T16:07:32, className=com.llf.controller.ReportController, methodName=studentCountData, methodParams=[], returnValue=com.llf.pojo.Result@47a8721b, costTime=3), OperateLog(id=13, operateEmpName=null, operateTime=2025-05-11T16:07:34, className=com.llf.controller.ReportController, methodName=studentCountData, methodParams=[], returnValue=com.llf.pojo.Result@35f76242, costTime=2), OperateLog(id=14, operateEmpName=null, operateTime=2025-05-11T16:07:34, className=com.llf.controller.ReportController, methodName=studentDegreeData, methodParams=[], returnValue=com.llf.pojo.Result@31c8a629, costTime=4), OperateLog(id=15, operateEmpName=null, operateTime=2025-05-11T16:08:18, className=com.llf.controller.ReportController, methodName=studentDegreeData, methodParams=[], returnValue=com.llf.pojo.Result@f07d80f, costTime=214)]
2025-05-20 14:05:55.916 | http-nio-8081-exec-1 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor请求处理完毕
2025-05-20 14:06:06.938 | http-nio-8081-exec-2 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor拦截到的id为:1
2025-05-20 14:06:06.938 | http-nio-8081-exec-2 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor令牌合法，放行
2025-05-20 14:06:06.949 | http-nio-8081-exec-2 | INFO  | com.llf.service.impl.OperateLogServiceImpl - 查询内容结果是:Page{count=true, pageNum=6, pageSize=15, startRow=75, endRow=90, total=83, pages=6, reasonable=false, pageSizeZero=false}[OperateLog(id=76, operateEmpName=小李广, operateTime=2025-05-13T14:15:13, className=com.llf.controller.ClazzController, methodName=addClazz, methodParams=[Clazz(id=null, name=JavaWeb就业版123期, room=2101, beginDate=2025-05-14, endDate=2027-06-30, masterId=null, subject=1, createTime=2025-05-13T14:15:13.183892900, updateTime=2025-05-13T14:15:13.183892900, masterName=null, status=null)], returnValue=com.llf.pojo.Result@54c07284, costTime=6), OperateLog(id=77, operateEmpName=小李广, operateTime=2025-05-13T14:15:13, className=com.llf.controller.ClazzController, methodName=getClazz, methodParams=[ClazzQueryParam{name='', begin=null, end=null, page=1, pageSize=10}], returnValue=com.llf.pojo.Result@9c275c4, costTime=24), OperateLog(id=78, operateEmpName=小李广, operateTime=2025-05-13T14:15:16, className=com.llf.controller.ClazzController, methodName=list, methodParams=[], returnValue=com.llf.pojo.Result@3c039bc0, costTime=38), OperateLog(id=79, operateEmpName=小李广, operateTime=2025-05-13T14:15:16, className=com.llf.controller.StudentController, methodName=studentPage, methodParams=[StudentQueryParam(name=, degree=null, clazzId=null, page=1, pageSize=10)], returnValue=com.llf.pojo.Result@6ee9dfce, costTime=80), OperateLog(id=80, operateEmpName=小李广, operateTime=2025-05-13T14:15:18, className=com.llf.controller.StudentController, methodName=studentPage, methodParams=[StudentQueryParam(name=, degree=null, clazzId=null, page=2, pageSize=10)], returnValue=com.llf.pojo.Result@3c3c3caa, costTime=20), OperateLog(id=81, operateEmpName=null, operateTime=2025-05-20T13:22:33, className=com.llf.controller.LoginInfoController, methodName=login, methodParams=[Emp{id=null, username='shinaian', password='123456', name='null', gender=null, phone='null', job=null, salary=null, image='null', entryDate=null, deptId=null, createTime=null, updateTime=null, deptName='null', exprList=null}], returnValue=com.llf.pojo.Result@2e2ed4b, costTime=472), OperateLog(id=82, operateEmpName=施耐庵, operateTime=2025-05-20T13:22:35, className=com.llf.controller.ReportController, methodName=studentDegreeData, methodParams=[], returnValue=com.llf.pojo.Result@39b39209, costTime=9), OperateLog(id=83, operateEmpName=施耐庵, operateTime=2025-05-20T13:22:35, className=com.llf.controller.ReportController, methodName=studentCountData, methodParams=[], returnValue=com.llf.pojo.Result@bc8f60a, costTime=11)]
2025-05-20 14:06:06.950 | http-nio-8081-exec-2 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor请求处理完毕
2025-05-20 14:06:48.899 | SpringApplicationShutdownHook | INFO  | com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-05-20 14:06:48.906 | SpringApplicationShutdownHook | INFO  | com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2025-05-20 14:16:50.108 | main | INFO  | com.llf.TliasWebManagementApplication - Starting TliasWebManagementApplication using Java 17.0.9 with PID 3720 (D:\交易帮\后端源码\web-ai-project01\tlias-web-management\target\classes started by 梁骆富 in D:\交易帮\后端源码\web-ai-project01)
2025-05-20 14:16:50.110 | main | INFO  | com.llf.TliasWebManagementApplication - No active profile set, falling back to 1 default profile: "default"
2025-05-20 14:16:51.289 | main | INFO  | org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2025-05-20 14:16:51.294 | main | INFO  | org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-05-20 14:16:51.294 | main | INFO  | org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.34]
2025-05-20 14:16:51.358 | main | INFO  | o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-05-20 14:16:52.166 | main | INFO  | org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2025-05-20 14:16:52.188 | main | INFO  | com.llf.TliasWebManagementApplication - Started TliasWebManagementApplication in 2.41 seconds (process running for 2.978)
2025-05-20 14:16:56.926 | http-nio-8081-exec-1 | INFO  | o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-05-20 14:16:56.989 | http-nio-8081-exec-1 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor拦截到的id为:1
2025-05-20 14:16:56.989 | http-nio-8081-exec-1 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor令牌合法，放行
2025-05-20 14:16:57.064 | http-nio-8081-exec-1 | INFO  | com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-05-20 14:16:57.328 | http-nio-8081-exec-1 | INFO  | com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@f730418
2025-05-20 14:16:57.329 | http-nio-8081-exec-1 | INFO  | com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-05-20 14:16:57.386 | http-nio-8081-exec-1 | INFO  | com.llf.service.impl.OperateLogServiceImpl - 查询内容结果是:Page{count=true, pageNum=1, pageSize=15, startRow=0, endRow=15, total=83, pages=6, reasonable=false, pageSizeZero=false}[OperateLog(id=1, operateEmpName=null, operateTime=2025-05-11T16:07:19, className=com.llf.controller.LoginInfoController, methodName=login, methodParams=[Emp{id=null, username='shinaian', password='123456', name='null', gender=null, phone='null', job=null, salary=null, image='null', entryDate=null, deptId=null, createTime=null, updateTime=null, deptName='null', exprList=null}], returnValue=com.llf.pojo.Result@5496774b, costTime=13), OperateLog(id=2, operateEmpName=null, operateTime=2025-05-11T16:07:22, className=com.llf.controller.EmpController, methodName=allEmpList, methodParams=[], returnValue=com.llf.pojo.Result@7c561492, costTime=5), OperateLog(id=3, operateEmpName=null, operateTime=2025-05-11T16:07:22, className=com.llf.controller.ClazzController, methodName=getClazz, methodParams=[ClazzQueryParam{name='', begin=null, end=null, page=1, pageSize=10}], returnValue=com.llf.pojo.Result@1a67b87c, costTime=109), OperateLog(id=4, operateEmpName=null, operateTime=2025-05-11T16:07:23, className=com.llf.controller.ClazzController, methodName=list, methodParams=[], returnValue=com.llf.pojo.Result@57d98b8b, costTime=16), OperateLog(id=5, operateEmpName=null, operateTime=2025-05-11T16:07:24, className=com.llf.controller.StudentController, methodName=studentPage, methodParams=[StudentQueryParam(name=, degree=null, clazzId=null, page=1, pageSize=10)], returnValue=com.llf.pojo.Result@67f21bbd, costTime=50), OperateLog(id=6, operateEmpName=null, operateTime=2025-05-11T16:07:25, className=com.llf.controller.DeptController, methodName=list, methodParams=[], returnValue=com.llf.pojo.Result@43cd3174, costTime=8), OperateLog(id=7, operateEmpName=null, operateTime=2025-05-11T16:07:26, className=com.llf.controller.DeptController, methodName=list, methodParams=[], returnValue=com.llf.pojo.Result@26e84d85, costTime=6), OperateLog(id=8, operateEmpName=null, operateTime=2025-05-11T16:07:26, className=com.llf.controller.EmpController, methodName=page, methodParams=[EepQueryParam{name='', gender=null, begin=null, end=null, page=1, pageSize=10}], returnValue=com.llf.pojo.Result@dc32c8f, costTime=16), OperateLog(id=9, operateEmpName=null, operateTime=2025-05-11T16:07:29, className=com.llf.controller.ReportController, methodName=getEmpJobDate, methodParams=[], returnValue=com.llf.pojo.Result@48792a83, costTime=3), OperateLog(id=10, operateEmpName=null, operateTime=2025-05-11T16:07:29, className=com.llf.controller.ReportController, methodName=getEmpGenderData, methodParams=[], returnValue=com.llf.pojo.Result@71355f8, costTime=3), OperateLog(id=11, operateEmpName=null, operateTime=2025-05-11T16:07:32, className=com.llf.controller.ReportController, methodName=studentDegreeData, methodParams=[], returnValue=com.llf.pojo.Result@547ad727, costTime=2), OperateLog(id=12, operateEmpName=null, operateTime=2025-05-11T16:07:32, className=com.llf.controller.ReportController, methodName=studentCountData, methodParams=[], returnValue=com.llf.pojo.Result@47a8721b, costTime=3), OperateLog(id=13, operateEmpName=null, operateTime=2025-05-11T16:07:34, className=com.llf.controller.ReportController, methodName=studentCountData, methodParams=[], returnValue=com.llf.pojo.Result@35f76242, costTime=2), OperateLog(id=14, operateEmpName=null, operateTime=2025-05-11T16:07:34, className=com.llf.controller.ReportController, methodName=studentDegreeData, methodParams=[], returnValue=com.llf.pojo.Result@31c8a629, costTime=4), OperateLog(id=15, operateEmpName=null, operateTime=2025-05-11T16:08:18, className=com.llf.controller.ReportController, methodName=studentDegreeData, methodParams=[], returnValue=com.llf.pojo.Result@f07d80f, costTime=214)]
2025-05-20 14:16:57.433 | http-nio-8081-exec-1 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor请求处理完毕
2025-05-20 14:17:06.065 | http-nio-8081-exec-3 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor拦截到的id为:1
2025-05-20 14:17:06.065 | http-nio-8081-exec-2 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor拦截到的id为:1
2025-05-20 14:17:06.065 | http-nio-8081-exec-3 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor令牌合法，放行
2025-05-20 14:17:06.065 | http-nio-8081-exec-2 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor令牌合法，放行
2025-05-20 14:17:06.082 | http-nio-8081-exec-3 | INFO  | com.llf.aop.RecordTimeAspect - 方法Result com.llf.controller.EmpController.allEmpList()执行耗时:3ms
2025-05-20 14:17:06.084 | http-nio-8081-exec-3 | INFO  | com.llf.aop.RecordTimeAspect - 记录操作日志：OperateLog(id=null, operateEmpName=施耐庵, operateTime=2025-05-20T14:17:06.084935200, className=com.llf.controller.EmpController, methodName=allEmpList, methodParams=[], returnValue=com.llf.pojo.Result@555f9742, costTime=3)
2025-05-20 14:17:06.085 | http-nio-8081-exec-2 | INFO  | com.llf.controller.ClazzController - 查询的条件为:ClazzQueryParam{name='', begin=null, end=null, page=1, pageSize=10}
2025-05-20 14:17:06.096 | http-nio-8081-exec-3 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor请求处理完毕
